치킨	BBQ치킨	https://bbq.co.kr/	https://bbq.co.kr/images/common/logo.png
치킨	교촌치킨	https://www.kyochon.com/	https://www.kyochon.com/images/common/logo.png
치킨	bhc치킨	https://bhcchicken.global/	https://bhcchicken.global/assets/images/logo.png
치킨	굽네치킨	https://www.goobne.co.kr/	https://www.goobne.co.kr/resources/pc/images/common/logo.png
치킨	또래오래	https://www.toreore.com/	https://www.toreore.com/images/common/logo.png
치킨	가마로강정	http://www.gamaro.co.kr/	http://www.gamaro.co.kr/images/common/logo.png
치킨	자담치킨	https://ejadam.co.kr/	https://ejadam.co.kr/img/common/logo.png
치킨	60계치킨	https://www.60gye.co.kr/	https://www.60gye.co.kr/images/common/logo.png
치킨	푸라닭치킨	https://puradakchicken.com/	https://puradakchicken.com/images/common/logo.png
치킨	처갓집양념치킨	http://www.cheogajip.co.kr/	http://www.cheogajip.co.kr/img/common/logo.png
치킨	네네치킨	https://nenechicken.com/	https://nenechicken.com/images/common/logo.png
치킨	노랑통닭	https://www.norangtongdak.co.kr/	https://www.norangtongdak.co.kr/img/common/logo.png
치킨	페리카나	https://pelicana.co.kr/	https://pelicana.co.kr/images/common/logo.png
치킨	호식이지두마리치킨	http://www.9292.co.kr/	http://www.9292.co.kr/img/common/logo.png
치킨	멕시카나치킨	https://www.mexicana.co.kr/	https://www.mexicana.co.kr/images/common/logo.png
치킨	보드람치킨	http://www.bodram.com/	http://www.bodram.com/images/common/logo.png
치킨	지코바치킨	http://www.gcoba.co.kr/	http://www.gcoba.co.kr/images/common/logo.png
치킨	바른치킨	https://barunchicken.com/	https://barunchicken.com/images/common/logo.png
치킨	순수치킨	http://www.soonsoocharcoaldak.co.kr/	http://www.soonsoocharcoaldak.co.kr/images/common/logo.png
치킨	훌랄라참숯바베큐	http://www.hoolala.co.kr/	http://www.hoolala.co.kr/images/common/logo.png
피자	도미노피자	https://web.dominos.co.kr/	https://web.dominos.co.kr/images/common/logo.png
피자	피자헛	https://www.pizzahut.co.kr/	https://www.pizzahut.co.kr/images/common/logo.png
피자	미스터피자	http://www.mrpizza.co.kr/	http://www.mrpizza.co.kr/images/common/logo.png
피자	반올림피자	https://handmadepizza.co.kr/	https://handmadepizza.co.kr/images/common/logo.png
피자	청년피자	http://youngmanpizza.co.kr/	http://youngmanpizza.co.kr/images/common/logo.png
피자	파파존스	https://www.pji.co.kr/	https://www.pji.co.kr/images/common/logo.png
피자	피자나라치킨공주	https://pncg.co.kr/	https://pncg.co.kr/images/common/logo.png
피자	피자스쿨	http://pizzaschool.net/	http://pizzaschool.net/images/common/logo.png
피자	빽보이피자	https://paikboy.com/	https://paikboy.com/images/common/logo.png
피자	피자마루	http://pizzamaru.co.kr/	http://pizzamaru.co.kr/images/common/logo.png
피자	59쌀피자	http://www.59pizza.co.kr/	http://www.59pizza.co.kr/images/common/logo.png
피자	피자에땅	http://www.pizzaetang.com/	http://www.pizzaetang.com/images/common/logo.png
피자	유로코피자	http://europizza.co.kr/	http://europizza.co.kr/images/common/logo.png
피자	노모어피자	http://nomorepizza.co.kr/	http://nomorepizza.co.kr/images/common/logo.png
피자	고피자	https://gopizza.kr/	https://gopizza.kr/images/common/logo.png
버거	맘스터치	https://momstouch.co.kr/	https://momstouch.co.kr/images/common/logo.png
버거	롯데리아	https://www.lotteria.com/	https://www.lotteria.com/images/common/logo.png
버거	맥도날드	https://www.mcdonalds.co.kr/	https://www.mcdonalds.co.kr/images/common/logo.png
버거	버거킹	https://www.burgerking.co.kr/	https://www.burgerking.co.kr/images/common/logo.png
버거	프랭크버거	https://frankburger.co.kr/	https://frankburger.co.kr/images/common/logo.png
버거	노브랜드버거	https://shinsegaefood.com/nobrandburger/	https://shinsegaefood.com/nobrandburger/images/common/logo.png
버거	쉐이크쉡	https://www.shakeshack.kr/	https://www.shakeshack.kr/images/common/logo.png
버거	GTS버거	http://gtsburger.com/	http://gtsburger.com/images/common/logo.png
분식/떡볶이	동대문엽기떡볶이	https://www.yupdduk.com/	https://www.yupdduk.com/images/common/logo.png
분식/떡볶이	신전떡볶이	https://www.sinjeon.co.kr/	https://www.sinjeon.co.kr/images/common/logo.png
분식/떡볶이	삼첩분식	http://samcheop.com/	http://samcheop.com/images/common/logo.png
분식/떡볶이	청년다방	http://www.youngdabang.com/	http://www.youngdabang.com/images/common/logo.png
분식/떡볶이	응급실국물떡볶이	http://www.eungtteok.grp.kr/	http://www.eungtteok.grp.kr/images/common/logo.png
분식/떡볶이	태리로제떡볶이	http://taerirose.com/	http://taerirose.com/images/common/logo.png
분식/떡볶이	우리할매떡볶이	http://wehalmae.co.kr/	http://wehalmae.co.kr/images/common/logo.png
분식/떡볶이	신참떡볶이	http://sincham.com/	http://sincham.com/images/common/logo.png
분식/떡볶이	국대떡볶이	http://www.kukde.co.kr/	http://www.kukde.co.kr/images/common/logo.png
분식/떡볶이	죠스떡볶이	http://www.jawsfood.co.kr/	http://www.jawsfood.co.kr/images/common/logo.png
분식/떡볶이	감탄떡볶이	http://www.gamtan.co.kr/	http://www.gamtan.co.kr/images/common/logo.png
분식/떡볶이	스쿨푸드	http://www.schoolfood.co.kr/	http://www.schoolfood.co.kr/images/common/logo.png
분식/떡볶이	아딸	http://addal.co.kr/	http://addal.co.kr/images/common/logo.png
분식/떡볶이	고봉민김밥인	https://kobongmin.com/	https://kobongmin.com/images/common/logo.png
분식/떡볶이	바르다김선생	http://www.teacherkim.co.kr/	http://www.teacherkim.co.kr/images/common/logo.png
분식/떡볶이	청담동마녀김밥	http://witchgimbap.co.kr/	http://witchgimbap.co.kr/images/common/logo.png
